1492004847	1.207	0.0082	3.075	0.369	1.249	0.0913	1.25	0.0306
1492004850	2	0.0874	3.3	0.3673	1.25	0.0479	1.25	0.0335
1492004852	2	0.0873	3.3	0.3673	1.25	0.0479	1.25	0.0339
1492004855	2	0.0873	3.3	0.3676	1.25	0.0479	1.25	0.0338
1492004858	2	0.0873	3.3	0.3675	1.25	0.0479	1.25	0.0338
1492004861	2	0.0873	3.3	0.3677	1.25	0.0482	1.25	0.0326
1492004864	2	0.0873	3.3	0.3677	1.25	0.0479	1.25	0.0325
1492004867	2	0.0873	3.3	0.3676	1.25	0.0479	1.25	0.0329
1492004869	2	0.0873	3.3	0.3677	1.25	0.0479	1.25	0.0325
1492004872	2	0.0873	3.3	0.3669	1.25	0.0479	1.25	0.0334
1492004875	2	0.0873	3.3	0.3676	1.25	0.0478	1.25	0.0325
1492004878	2	0.0873	3.3	0.3672	1.25	0.0479	1.25	0.0332
1492004881	2	0.0873	3.3	0.3676	1.25	0.0479	1.25	0.0325
1492004883	2	0.0873	3.3	0.3674	1.25	0.0479	1.25	0.0325
1492004886	2	0.0873	3.3	0.3676	1.25	0.0479	1.25	0.0325
1492004889	2	0.0873	3.3	0.3676	1.25	0.0479	1.25	0.0325
1492004892	2	0.0873	3.3	0.3673	1.25	0.0479	1.25	0.0336
1492004895	2	0.0873	3.3	0.3676	1.25	0.0479	1.25	0.0325
1492004897	2	0.0873	3.3	0.3672	1.25	0.0479	1.25	0.0331
1492004900	2	0.0873	3.3	0.3676	1.25	0.0478	1.25	0.0325
1492004903	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004906	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004909	2	0.0873	3.3	0.3676	1.25	0.0476	1.25	0.0325
1492004912	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004914	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004917	2	0.0873	3.3	0.3676	1.25	0.0476	1.25	0.0325
1492004920	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004923	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004926	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004929	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004931	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004934	2	0.0873	3.3	0.3676	1.25	0.0476	1.25	0.0325
1492004937	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004940	2	0.0873	3.3	0.3676	1.25	0.0476	1.25	0.0325
1492004943	2	0.0873	3.3	0.3676	1.25	0.0476	1.25	0.0325
1492004946	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004949	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004951	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004954	2	0.0873	3.299	0.3676	1.25	0.0477	1.25	0.0325
1492004957	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004960	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004963	2	0.0873	3.3	0.3676	1.25	0.0477	1.25	0.0325
1492004965	2	0.0873	3.3	0.3675	1.25	0.0476	1.25	0.0325
1492004968	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492004971	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492004974	2	0.0873	3.3	0.3676	1.25	0.0482	1.25	0.0326
1492004977	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492004979	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492004982	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492004985	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492004988	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492004990	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492004993	2	0.0872	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492004996	2	0.0872	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492004999	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005002	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005004	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005007	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005010	2	0.0872	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005013	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005016	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005018	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005021	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005024	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005027	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005029	2	0.0872	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005032	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005035	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005037	2	0.0872	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005040	2	0.0872	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005043	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005046	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005049	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005052	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005054	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005057	2	0.0873	3.3	0.3675	1.25	0.0482	1.25	0.0326
1492005060	2	0.0873	3.3	0.3675	1.25	0.0481	1.25	0.0326
1492005063	2	0.0873	3.3	0.3675	1.25	0.0481	1.25	0.0326
1492005065	2	0.0872	3.3	0.3675	1.25	0.0481	1.25	0.0326
1492005068	2	0.0873	3.3	0.3675	1.25	0.0481	1.25	0.0327
1492005071	2	0.0873	3.3	0.3675	1.25	0.0481	1.25	0.0327
1492005074	2	0.0873	3.3	0.3676	1.25	0.0481	1.25	0.0327
1492005077	2	0.0873	3.3	0.3675	1.25	0.0481	1.25	0.0327
1492005080	2	0.0873	3.3	0.3676	1.25	0.0481	1.25	0.0327
1492005083	2	0.0873	3.3	0.3676	1.25	0.048	1.25	0.0327
1492005086	2	0.0873	3.3	0.3676	1.25	0.048	1.25	0.0327
1492005088	2	0.0873	3.3	0.3676	1.25	0.048	1.25	0.0327
1492005091	2	0.0873	3.3	0.3676	1.25	0.048	1.25	0.0328
1492005094	2	0.0873	3.3	0.3676	1.25	0.048	1.25	0.0328
1492005097	2	0.0873	3.3	0.3676	1.25	0.0479	1.25	0.0328
1492005100	2	0.0873	3.3	0.3676	1.25	0.0479	1.25	0.0328
1492005102	2	0.0873	3.3	0.3676	1.25	0.0479	1.25	0.0328
1492005105	2	0.0873	3.3	0.3676	1.25	0.0479	1.25	0.0329
1492005108	2	0.0873	3.3	0.3676	1.25	0.0479	1.25	0.0329
1492005111	2	0.0873	3.3	0.3676	1.25	0.0479	1.25	0.033
1492005114	2	0.0873	3.3	0.3676	1.25	0.0479	1.25	0.0331
1492005117	2	0.0873	3.3	0.3676	1.25	0.0478	1.25	0.0333
1492005120	2	0.0874	3.3	0.3676	1.25	0.0478	1.25	0.0335
1492005123	2	0.0874	3.3	0.3675	1.25	0.0478	1.25	0.034
1492005126	2	0.0874	3.3	0.3674	1.25	0.0477	1.25	0.0342
1492005129	2	0.0873	3.3	0.3673	1.25	0.0477	1.25	0.0349
1492005131	2	0.0874	3.3	0.3672	1.25	0.0477	1.25	0.0352
1492005134	2	0.0874	3.3	0.3672	1.25	0.0476	1.25	0.0356
1492005136	2	0.0874	3.3	0.3671	1.25	0.0476	1.25	0.0359
1492005139	2	0.0874	3.3	0.3671	1.25	0.0476	1.25	0.0362
1492005142	2	0.0874	3.3	0.3672	1.25	0.0475	1.25	0.0363
1492005145	2	0.0874	3.3	0.3672	1.25	0.0475	1.25	0.0365
1492005148	2	0.0874	3.3	0.3672	1.25	0.0475	1.25	0.0366
1492005151	2	0.0874	3.3	0.3672	1.25	0.0474	1.25	0.0371
1492005154	2	0.0874	3.3	0.3673	1.25	0.0473	1.25	0.0375
1492005157	2	0.0874	3.3	0.3673	1.25	0.0473	1.25	0.0377
1492005160	2	0.0874	3.3	0.3674	1.25	0.0472	1.25	0.038
1492005163	2	0.0874	3.3	0.3674	1.25	0.0472	1.25	0.0378
1492005165	2	0.0874	3.3	0.3674	1.25	0.0472	1.25	0.0383
1492005168	2	0.0874	3.3	0.3675	1.25	0.0472	1.25	0.0384
1492005171	2	0.0874	3.3	0.3675	1.25	0.0471	1.25	0.0382
1492005174	2	0.0874	3.3	0.3675	1.25	0.0471	1.25	0.038
1492005177	2	0.0874	3.3	0.3676	1.25	0.0471	1.25	0.0379
1492005179	2	0.0874	3.3	0.3675	1.25	0.047	1.25	0.0373
1492005182	2	0.0874	3.3	0.3676	1.25	0.047	1.25	0.0371
1492005185	2	0.0874	3.3	0.3676	1.25	0.0469	1.25	0.0368
1492005188	2	0.0874	3.3	0.3676	1.25	0.0469	1.25	0.0363
1492005191	2	0.0874	3.3	0.3676	1.25	0.0469	1.25	0.0361
1492005193	2	0.0875	3.3	0.3677	1.25	0.0469	1.25	0.0358
1492005196	2	0.0875	3.3	0.3679	1.25	0.0468	1.25	0.0352
1492005199	2	0.0875	3.3	0.3679	1.25	0.0468	1.25	0.0348
1492005202	2	0.0875	3.3	0.3682	1.25	0.0467	1.25	0.0342
1492005204	2	0.0875	3.3	0.3683	1.25	0.0467	1.25	0.0337
1492005208	2	0.0875	3.3	0.3684	1.25	0.0466	1.25	0.0335
1492005211	2	0.0875	3.3	0.3685	1.25	0.0466	1.25	0.0332
1492005213	2	0.0875	3.3	0.3685	1.25	0.0465	1.25	0.0331
1492005216	2	0.0876	3.3	0.3686	1.25	0.0465	1.25	0.033
1492005219	2	0.0875	3.3	0.3686	1.25	0.0465	1.25	0.033
1492005221	2	0.0876	3.3	0.3686	1.25	0.0464	1.25	0.0329
1492005224	2	0.0876	3.3	0.3686	1.25	0.0463	1.25	0.0329
1492005227	2	0.0876	3.3	0.3687	1.25	0.0463	1.25	0.0328
1492005230	2	0.0876	3.3	0.3687	1.25	0.0462	1.25	0.0328
1492005233	2	0.0876	3.3	0.3688	1.25	0.0462	1.25	0.0328
1492005235	2	0.0876	3.3	0.3688	1.25	0.0462	1.25	0.0328
1492005238	2	0.0876	3.3	0.3688	1.25	0.0461	1.25	0.0328
1492005241	2	0.0876	3.3	0.3689	1.25	0.046	1.25	0.0328
1492005244	2	0.0876	3.3	0.3689	1.25	0.046	1.25	0.0328
1492005247	2	0.0877	3.3	0.369	1.25	0.0459	1.25	0.0328
1492005250	2	0.0877	3.3	0.369	1.25	0.0459	1.25	0.0328
1492005252	2	0.0877	3.3	0.369	1.25	0.0458	1.25	0.0328
1492005255	2	0.0877	3.3	0.369	1.25	0.0458	1.25	0.0328
1492005258	2	0.0877	3.3	0.3691	1.25	0.0458	1.25	0.0328
1492005261	2	0.0877	3.3	0.3691	1.25	0.0457	1.25	0.0328
1492005264	2	0.0877	3.3	0.3692	1.25	0.0456	1.25	0.0328
1492005266	2	0.0878	3.3	0.3692	1.25	0.0456	1.25	0.0328
1492005269	2	0.0878	3.3	0.3692	1.25	0.0455	1.25	0.0328
1492005272	2	0.0878	3.3	0.3693	1.25	0.0455	1.25	0.0328
1492005275	2	0.0878	3.3	0.3693	1.25	0.0454	1.25	0.0328
1492005278	2	0.0878	3.3	0.3693	1.25	0.0454	1.25	0.0328
1492005281	2	0.0878	3.3	0.3694	1.25	0.0453	1.25	0.0328
1492005284	2	0.0878	3.3	0.3694	1.25	0.0452	1.25	0.0328
1492005287	2	0.0878	3.3	0.3694	1.25	0.0452	1.25	0.0328
1492005289	2	0.0878	3.3	0.3695	1.25	0.0451	1.25	0.0329
1492005292	2	0.0878	3.3	0.3695	1.25	0.0451	1.25	0.0329
1492005295	2	0.0878	3.3	0.3696	1.25	0.0451	1.25	0.0329
1492005298	2	0.0878	3.3	0.3696	1.25	0.045	1.25	0.0329
1492005301	2	0.0878	3.3	0.3697	1.25	0.0449	1.25	0.0329
1492005303	2	0.0878	3.3	0.3697	1.25	0.0448	1.25	0.0329
1492005306	2	0.0879	3.3	0.3697	1.25	0.0448	1.25	0.0329
1492005309	2	0.0879	3.3	0.3697	1.25	0.0448	1.25	0.0329
1492005312	2	0.0879	3.3	0.3698	1.25	0.0447	1.25	0.0329
1492005315	2	0.0879	3.3	0.3698	1.25	0.0446	1.25	0.0329
